FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_DOM;DESECH_TN_PERSONA;PERIODO
9/01/2023;1;10101;SELVA;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;28423;27548;875;4857.50;0.17;2014
9/01/2023;2;10102;SELVA;AMAZONAS;CHACHAPOYAS;ASUNCION;291;151;140;33.56;0.12;2014
9/01/2023;3;10103;SIERRA;AMAZONAS;CHACHAPOYAS;BALSAS;1615;299;1316;48.96;0.03;2014
9/01/2023;4;10104;SIERRA;AMAZONAS;CHACHAPOYAS;CHETO;597;388;209;63.59;0.11;2014
9/01/2023;5;10105;SIERRA;AMAZONAS;CHACHAPOYAS;CHILIQUIN;737;197;540;32.38;0.04;2014
9/01/2023;6;10106;SIERRA;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;2096;630;1466;103.25;0.05;2014
9/01/2023;7;10107;SELVA;AMAZONAS;CHACHAPOYAS;GRANADA;395;133;262;29.46;0.07;2014
9/01/2023;8;10108;SIERRA;AMAZONAS;CHACHAPOYAS;HUANCAS;1240;1231;9;201.84;0.16;2014
9/01/2023;9;10109;SELVA;AMAZONAS;CHACHAPOYAS;LA JALCA;5551;2442;3109;542.65;0.10;2014
9/01/2023;10;10110;SELVA;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;4200;1991;2209;442.34;0.11;2014
9/01/2023;11;10111;SIERRA;AMAZONAS;CHACHAPOYAS;LEVANTO;893;458;435;75.16;0.08;2014
9/01/2023;12;10112;SELVA;AMAZONAS;CHACHAPOYAS;MAGDALENA;815;643;172;142.82;0.18;2014
9/01/2023;13;10113;SELVA;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;1034;498;536;110.62;0.11;2014
9/01/2023;14;10114;SIERRA;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2737;720;2017;147.94;0.05;2014
9/01/2023;15;10115;SELVA;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;608;545;63;121.03;0.20;2014
9/01/2023;16;10116;SELVA;AMAZONAS;CHACHAPOYAS;OLLEROS;365;107;258;23.76;0.07;2014
9/01/2023;17;10117;SELVA;AMAZONAS;CHACHAPOYAS;QUINJALCA;865;132;733;29.43;0.03;2014
9/01/2023;18;10118;SELVA;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;347;262;85;58.21;0.17;2014
9/01/2023;19;10119;SELVA;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;712;491;221;109.09;0.15;2014
9/01/2023;20;10120;SELVA;AMAZONAS;CHACHAPOYAS;SOLOCO;1346;284;1062;63.08;0.05;2014
9/01/2023;21;10121;SELVA;AMAZONAS;CHACHAPOYAS;SONCHE;224;100;124;22.27;0.10;2014
9/01/2023;22;10201;SELVA;AMAZONAS;BAGUA;BAGUA ;26017;23083;2934;4099.31;0.16;2014
9/01/2023;23;10202;SELVA;AMAZONAS;BAGUA;ARAMANGO;11221;2606;8615;551.62;0.05;2014
9/01/2023;24;10203;SELVA;AMAZONAS;BAGUA;COPALLIN;6389;1933;4456;429.47;0.07;2014
9/01/2023;25;10204;SELVA;AMAZONAS;BAGUA;EL PARCO;1466;749;717;166.46;0.11;2014
9/01/2023;26;10205;SELVA;AMAZONAS;BAGUA;IMAZA;24029;3140;20889;697.83;0.03;2014
9/01/2023;27;10206;SELVA;AMAZONAS;BAGUA;LA PECA ;8013;4549;3464;747.16;0.09;2014
9/01/2023;28;10301;SELVA;AMAZONAS;BONGARA;JUMBILLA;1744;1539;205;410.19;0.24;2014
9/01/2023;29;10302;SELVA;AMAZONAS;BONGARA;CHISQUILLA;341;138;203;30.66;0.09;2014
9/01/2023;30;10303;SELVA;AMAZONAS;BONGARA;CHURUJA;273;249;24;55.31;0.20;2014
9/01/2023;31;10304;SELVA;AMAZONAS;BONGARA;COROSHA;990;139;851;30.90;0.03;2014
9/01/2023;32;10305;SELVA;AMAZONAS;BONGARA;CUISPES;891;415;476;92.16;0.10;2014
9/01/2023;33;10306;SELVA;AMAZONAS;BONGARA;FLORIDA;8257;4755;3502;971.96;0.12;2014
9/01/2023;34;10307;SELVA;AMAZONAS;BONGARA;JAZAN;9253;7585;1668;1273.52;0.14;2014
9/01/2023;35;10308;SELVA;AMAZONAS;BONGARA;RECTA;211;73;138;16.24;0.08;2014
9/01/2023;36;10309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;327;263;64;58.41;0.18;2014
9/01/2023;37;10310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1744;1018;726;226.21;0.13;2014
9/01/2023;38;10311;SELVA;AMAZONAS;BONGARA;VALERA;1295;437;858;97.14;0.08;2014
9/01/2023;39;10312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;8070;2983;5087;662.93;0.08;2014
9/01/2023;40;10401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA ;28116;4147;23969;892.99;0.03;2014
9/01/2023;41;10402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA ;9513;1216;8297;270.16;0.03;2014
9/01/2023;42;10403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;16282;2709;13573;601.86;0.04;2014
9/01/2023;43;10501;SIERRA;AMAZONAS;LUYA;LAMUD;2330;2020;310;486.51;0.21;2014
9/01/2023;44;10502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7006;4431;2575;984.66;0.14;2014
9/01/2023;45;10503;SELVA;AMAZONAS;LUYA;COCABAMBA;2492;359;2133;79.85;0.03;2014
9/01/2023;46;10504;SIERRA;AMAZONAS;LUYA;COLCAMAR;2326;1354;972;222.02;0.10;2014
9/01/2023;47;10505;SELVA;AMAZONAS;LUYA;CONILA;2102;1233;869;274.09;0.13;2014
9/01/2023;48;10506;SIERRA;AMAZONAS;LUYA;INGUILPATA;622;367;255;60.26;0.10;2014
9/01/2023;49;10507;SELVA;AMAZONAS;LUYA;LONGUITA;1132;237;895;52.65;0.05;2014
9/01/2023;50;10508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;997;327;670;53.67;0.05;2014
9/01/2023;51;10509;SIERRA;AMAZONAS;LUYA;LUYA;4422;2319;2103;482.48;0.11;2014
9/01/2023;52;10510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;479;479;0;78.55;0.16;2014
9/01/2023;53;10511;SELVA;AMAZONAS;LUYA;MARIA;938;502;436;111.65;0.12;2014
9/01/2023;54;10512;SELVA;AMAZONAS;LUYA;OCALLI;4180;1589;2591;353.12;0.08;2014
9/01/2023;55;10513;SELVA;AMAZONAS;LUYA;OCUMAL;4163;691;3472;153.65;0.04;2014
9/01/2023;56;10514;SIERRA;AMAZONAS;LUYA;PISUQUIA;6065;274;5791;44.86;0.01;2014
9/01/2023;57;10515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1539;282;1257;46.19;0.03;2014
9/01/2023;58;10516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;700;493;207;80.86;0.12;2014
9/01/2023;59;10517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;826;386;440;63.37;0.08;2014
9/01/2023;60;10518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;909;350;559;57.46;0.06;2014
9/01/2023;61;10519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;524;78;446;17.27;0.03;2014
9/01/2023;62;10520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;1888;470;1418;77.13;0.04;2014
9/01/2023;63;10521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3619;1091;2528;242.35;0.07;2014
9/01/2023;64;10522;SIERRA;AMAZONAS;LUYA;TINGO;1352;703;649;115.25;0.09;2014
9/01/2023;65;10523;SIERRA;AMAZONAS;LUYA;TRITA;1378;824;554;135.06;0.10;2014
9/01/2023;66;10601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;5255;3646;1609;810.18;0.15;2014
9/01/2023;67;10602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2048;117;1931;25.94;0.01;2014
9/01/2023;68;10603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;519;412;107;91.63;0.18;2014
9/01/2023;69;10604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2711;582;2129;129.31;0.05;2014
9/01/2023;70;10605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2999;648;2351;143.98;0.05;2014
9/01/2023;71;10606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1667;913;754;202.92;0.12;2014
9/01/2023;72;10607;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;1417;879;538;195.32;0.14;2014
9/01/2023;73;10608;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;622;358;264;79.51;0.13;2014
9/01/2023;74;10609;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;9364;802;8562;178.19;0.02;2014
9/01/2023;75;10610;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;480;135;345;30.02;0.06;2014
9/01/2023;76;10611;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;462;125;337;27.87;0.06;2014
9/01/2023;77;10612;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;3342;709;2633;157.63;0.05;2014
9/01/2023;78;10701;SIERRA;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;53335;33246;20089;6830.54;0.13;2014
9/01/2023;79;10702;SELVA;AMAZONAS;UTCUBAMBA;CAJARURO ;28523;8730;19793;1939.93;0.07;2014
9/01/2023;80;10703;SIERRA;AMAZONAS;UTCUBAMBA;CUMBA;8955;2719;6236;555.78;0.06;2014
9/01/2023;81;10704;SIERRA;AMAZONAS;UTCUBAMBA;EL MILAGRO;6376;1696;4680;278.08;0.04;2014
9/01/2023;82;10705;SIERRA;AMAZONAS;UTCUBAMBA;JAMALCA;8216;1506;6710;247.03;0.03;2014
9/01/2023;83;10706;SELVA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;10374;3409;6965;757.49;0.07;2014
9/01/2023;84;10707;SIERRA;AMAZONAS;UTCUBAMBA;YAMON;2935;559;2376;91.74;0.03;2014
9/01/2023;85;20101;SIERRA;ANCASH;HUARAZ;HUARAZ;63327;56780;6547;11398.52;0.18;2014
9/01/2023;86;20102;SIERRA;ANCASH;HUARAZ;COCHABAMBA;2006;461;1545;75.53;0.04;2014
9/01/2023;87;20103;SIERRA;ANCASH;HUARAZ;COLCABAMBA;783;430;353;70.59;0.09;2014
9/01/2023;88;20104;SIERRA;ANCASH;HUARAZ;HUANCHAY;2324;367;1957;60.26;0.03;2014
9/01/2023;89;20105;SIERRA;ANCASH;HUARAZ;INDEPENDENCIA;72423;58251;14172;10736.43;0.15;2014
9/01/2023;90;20106;SIERRA;ANCASH;HUARAZ;JANGAS;4932;1976;2956;324.04;0.07;2014
9/01/2023;91;20107;SIERRA;ANCASH;HUARAZ;LA LIBERTAD;1183;314;869;51.53;0.04;2014
9/01/2023;92;20108;SIERRA;ANCASH;HUARAZ;OLLEROS;2285;1232;1053;170.93;0.07;2014
9/01/2023;93;20109;SIERRA;ANCASH;HUARAZ;PAMPAS;1211;381;830;62.46;0.05;2014
9/01/2023;94;20110;SIERRA;ANCASH;HUARAZ;PARIACOTO;4697;1371;3326;224.79;0.05;2014
9/01/2023;95;20111;SIERRA;ANCASH;HUARAZ;PIRA;3792;502;3290;82.31;0.02;2014
9/01/2023;96;20112;SIERRA;ANCASH;HUARAZ;TARICA;5805;1636;4169;226.89;0.04;2014
9/01/2023;97;20201;SIERRA;ANCASH;AIJA;AIJA;1903;994;909;163.09;0.09;2014
9/01/2023;98;20202;SIERRA;ANCASH;AIJA;CORIS;2234;477;1757;78.25;0.04;2014
9/01/2023;99;20203;SIERRA;ANCASH;AIJA;HUACLLAN;611;365;246;59.83;0.10;2014
9/01/2023;100;20204;SIERRA;ANCASH;AIJA;LA MERCED;2251;291;1960;47.68;0.02;2014
9/01/2023;101;20205;SIERRA;ANCASH;AIJA;SUCCHA;853;351;502;57.50;0.07;2014
9/01/2023;102;20301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3643;1710;1933;280.47;0.08;2014
9/01/2023;103;20302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;2212;432;1780;70.78;0.03;2014
9/01/2023;104;20303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1753;529;1224;86.68;0.05;2014
9/01/2023;105;20304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1962;690;1272;113.09;0.06;2014
9/01/2023;106;20305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;5348;668;4680;109.57;0.02;2014
9/01/2023;107;20306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1645;227;1418;37.19;0.02;2014
9/01/2023;108;20401;SIERRA;ANCASH;ASUNCIÓN;CHACAS;5568;2173;3395;356.41;0.06;2014
9/01/2023;109;20402;SIERRA;ANCASH;ASUNCIÓN;ACOCHACA;3301;195;3106;32.01;0.01;2014
9/01/2023;110;20501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;3723;3387;336;555.42;0.15;2014
9/01/2023;111;20502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;1129;811;318;132.99;0.12;2014
9/01/2023;112;20503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1099;306;793;50.16;0.05;2014
9/01/2023;113;20504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2574;1332;1242;218.44;0.08;2014
9/01/2023;114;20505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1623;612;1011;100.40;0.06;2014
9/01/2023;115;20506;SIERRA;ANCASH;BOLOGNESI;CANIS;1166;1117;49;183.19;0.16;2014
9/01/2023;116;20507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;3896;2002;1894;338.99;0.09;2014
9/01/2023;117;20508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;8288;4852;3436;795.66;0.10;2014
9/01/2023;118;20509;SIERRA;ANCASH;BOLOGNESI;HUASTA;2563;1702;861;279.05;0.11;2014
9/01/2023;119;20510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1133;229;904;37.57;0.03;2014
9/01/2023;120;20511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;878;668;210;109.58;0.12;2014
9/01/2023;121;20512;SIERRA;ANCASH;BOLOGNESI;MANGAS;572;457;115;74.98;0.13;2014
9/01/2023;122;20513;SIERRA;ANCASH;BOLOGNESI;PACLLON;1706;1478;228;242.45;0.14;2014
9/01/2023;123;20514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;1176;904;272;148.18;0.13;2014
9/01/2023;124;20515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;1213;1139;74;186.72;0.15;2014
9/01/2023;125;20601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;15230;7971;7259;1307.10;0.09;2014
9/01/2023;126;20602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2647;920;1727;150.92;0.06;2014
9/01/2023;127;20603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1598;708;890;116.15;0.07;2014
9/01/2023;128;20604;SIERRA;ANCASH;CARHUAZ;ANTA;2491;646;1845;105.92;0.04;2014
9/01/2023;129;20605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1399;257;1142;42.12;0.03;2014
9/01/2023;130;20606;SIERRA;ANCASH;CARHUAZ;MARCARA;9258;1378;7880;225.96;0.02;2014
9/01/2023;131;20607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1602;575;1027;94.34;0.06;2014
9/01/2023;132;20608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2736;345;2391;56.61;0.02;2014
9/01/2023;133;20609;SIERRA;ANCASH;CARHUAZ;SHILLA;3319;1313;2006;215.39;0.06;2014
9/01/2023;134;20610;SIERRA;ANCASH;CARHUAZ;TINCO;3215;1201;2014;196.97;0.06;2014
9/01/2023;135;20611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3391;639;2752;104.74;0.03;2014
9/01/2023;136;20701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;12565;2323;10242;380.91;0.03;2014
9/01/2023;137;20702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3780;573;3207;94.04;0.02;2014
9/01/2023;138;20703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;5521;594;4927;97.42;0.02;2014
9/01/2023;139;20801;COSTA;ANCASH;CASMA;CASMA;32430;27943;4487;8917.63;0.27;2014
9/01/2023;140;20802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;4196;1088;3108;184.22;0.04;2014
9/01/2023;141;20803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2065;996;1069;168.68;0.08;2014
9/01/2023;142;20804;COSTA;ANCASH;CASMA;YAUTAN;8312;2872;5440;471.73;0.06;2014
9/01/2023;143;20901;SIERRA;ANCASH;CORONGO;CORONGO;1543;1116;427;182.98;0.12;2014
9/01/2023;144;20902;SIERRA;ANCASH;CORONGO;ACO;472;247;225;40.48;0.09;2014
9/01/2023;145;20903;SIERRA;ANCASH;CORONGO;BAMBAS;535;170;365;27.90;0.05;2014
9/01/2023;146;20904;SIERRA;ANCASH;CORONGO;CUSCA;2934;519;2415;85.13;0.03;2014
9/01/2023;147;20905;SIERRA;ANCASH;CORONGO;LA PAMPA;1052;775;277;127.02;0.12;2014
9/01/2023;148;20906;SIERRA;ANCASH;CORONGO;YANAC;717;299;418;48.95;0.07;2014
9/01/2023;149;20907;SIERRA;ANCASH;CORONGO;YUPAN;972;882;90;144.70;0.15;2014
9/01/2023;150;21001;SIERRA;ANCASH;HUARI;HUARI;10262;5087;5175;816.93;0.08;2014
9/01/2023;151;21002;SIERRA;ANCASH;HUARI;ANRA;1650;381;1269;62.54;0.04;2014
9/01/2023;152;21003;SIERRA;ANCASH;HUARI;CAJAY;2697;569;2128;93.35;0.03;2014
9/01/2023;153;21004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;9250;2142;7108;351.19;0.04;2014
9/01/2023;154;21005;SIERRA;ANCASH;HUARI;HUACACHI;1915;752;1163;123.33;0.06;2014
9/01/2023;155;21006;SIERRA;ANCASH;HUARI;HUACCHIS;2083;1419;664;232.72;0.11;2014
9/01/2023;156;21007;SIERRA;ANCASH;HUARI;HUACHIS;3559;1208;2351;198.17;0.06;2014
9/01/2023;157;21008;SIERRA;ANCASH;HUARI;HUANTAR;3054;872;2182;142.93;0.05;2014
9/01/2023;158;21009;SIERRA;ANCASH;HUARI;MASIN;1743;690;1053;113.13;0.06;2014
9/01/2023;159;21010;SIERRA;ANCASH;HUARI;PAUCAS;1896;1488;408;243.98;0.13;2014
9/01/2023;160;21011;SIERRA;ANCASH;HUARI;PONTO;3382;746;2636;122.36;0.04;2014
9/01/2023;161;21012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;798;518;280;85.00;0.11;2014
9/01/2023;162;21013;SIERRA;ANCASH;HUARI;RAPAYAN;1797;822;975;134.73;0.07;2014
9/01/2023;163;21014;SIERRA;ANCASH;HUARI;SAN MARCOS;14693;4042;10651;662.81;0.05;2014
9/01/2023;164;21015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2808;1015;1793;166.38;0.06;2014
9/01/2023;165;21016;SIERRA;ANCASH;HUARI;UCO;1706;796;910;130.49;0.08;2014
9/01/2023;166;21101;COSTA;ANCASH;HUARMEY;HUARMEY;24073;20401;3672;5694.03;0.24;2014
9/01/2023;167;21102;COSTA;ANCASH;HUARMEY;COCHAPETI;788;229;559;38.70;0.05;2014
9/01/2023;168;21103;COSTA;ANCASH;HUARMEY;CULEBRAS;3607;1943;1664;328.91;0.09;2014
9/01/2023;169;21104;COSTA;ANCASH;HUARMEY;HUAYAN;1073;423;650;71.66;0.07;2014
9/01/2023;170;21105;COSTA;ANCASH;HUARMEY;MALVAS;950;329;621;55.71;0.06;2014
9/01/2023;171;21201;SIERRA;ANCASH;HUAYLAS;CARAZ;25986;14690;11296;4021.42;0.15;2014
9/01/2023;172;21202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;736;308;428;50.55;0.07;2014
9/01/2023;173;21203;SIERRA;ANCASH;HUAYLAS;HUATA;1644;233;1411;38.20;0.02;2014
9/01/2023;174;21204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1523;463;1060;75.96;0.05;2014
9/01/2023;175;21205;SIERRA;ANCASH;HUAYLAS;MATO;2051;1049;1002;172.08;0.08;2014
9/01/2023;176;21206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;9129;436;8693;71.49;0.01;2014
9/01/2023;177;21207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;7180;392;6788;64.36;0.01;2014
9/01/2023;178;21208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;5147;352;4795;57.72;0.01;2014
9/01/2023;179;21209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1141;259;882;42.54;0.04;2014
9/01/2023;180;21210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;1795;476;1319;78.12;0.04;2014
9/01/2023;181;21301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3771;1412;2359;231.56;0.06;2014
9/01/2023;182;21302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4504;222;4282;36.41;0.01;2014
9/01/2023;183;21303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1378;211;1167;34.58;0.03;2014
9/01/2023;184;21304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2269;213;2056;34.97;0.02;2014
9/01/2023;185;21305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1277;161;1116;26.33;0.02;2014
9/01/2023;186;21306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6311;360;5951;59.03;0.01;2014
9/01/2023;187;21307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;3254;149;3105;24.37;0.01;2014
9/01/2023;188;21308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1040;212;828;34.77;0.03;2014
9/01/2023;189;21401;SIERRA;ANCASH;OCROS;OCROS;1070;654;416;107.20;0.10;2014
9/01/2023;190;21402;SIERRA;ANCASH;OCROS;ACAS;1002;554;448;90.86;0.09;2014
9/01/2023;191;21403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;558;548;10;89.80;0.16;2014
9/01/2023;192;21404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;822;653;169;107.02;0.13;2014
9/01/2023;193;21405;COSTA;ANCASH;OCROS;COCHAS;1432;263;1169;44.45;0.03;2014
9/01/2023;194;21406;SIERRA;ANCASH;OCROS;CONGAS;1230;849;381;139.29;0.11;2014
9/01/2023;195;21407;SIERRA;ANCASH;OCROS;LLIPA;1603;1192;411;195.52;0.12;2014
9/01/2023;196;21408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;620;487;133;79.81;0.13;2014
9/01/2023;197;21409;COSTA;ANCASH;OCROS;SAN PEDRO;1901;632;1269;106.98;0.06;2014
9/01/2023;198;21410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;390;323;67;52.92;0.14;2014
9/01/2023;199;21501;SIERRA;ANCASH;PALLASCA;CABANA;2749;1833;916;300.65;0.11;2014
9/01/2023;200;21502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1318;453;865;74.31;0.06;2014
9/01/2023;201;21503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;8357;4618;3739;757.37;0.09;2014
9/01/2023;202;21504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;597;215;382;35.31;0.06;2014
9/01/2023;203;21505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1133;702;431;115.15;0.10;2014
9/01/2023;204;21506;SIERRA;ANCASH;PALLASCA;LACABAMBA;590;340;250;55.75;0.09;2014
9/01/2023;205;21507;SIERRA;ANCASH;PALLASCA;LLAPO;721;712;9;116.69;0.16;2014
9/01/2023;206;21508;SIERRA;ANCASH;PALLASCA;PALLASCA;2482;1019;1463;167.06;0.07;2014
9/01/2023;207;21509;SIERRA;ANCASH;PALLASCA;PAMPAS;8346;4162;4184;682.50;0.08;2014
9/01/2023;208;21510;SIERRA;ANCASH;PALLASCA;SANTA ROSA;1075;355;720;58.25;0.05;2014
9/01/2023;209;21511;SIERRA;ANCASH;PALLASCA;TAUCA;3197;1436;1761;235.42;0.07;2014
9/01/2023;210;21601;SIERRA;ANCASH;POMABAMBA;POMABAMBA;16187;4872;11315;924.79;0.06;2014
9/01/2023;211;21602;SIERRA;ANCASH;POMABAMBA;HUAYLLAN;3690;471;3219;77.25;0.02;2014
9/01/2023;212;21603;SIERRA;ANCASH;POMABAMBA;PAROBAMBA;7009;933;6076;152.95;0.02;2014
9/01/2023;213;21604;SIERRA;ANCASH;POMABAMBA;QUINUABAMBA;2436;260;2176;42.61;0.02;2014
9/01/2023;214;21701;SIERRA;ANCASH;RECUAY;RECUAY;4554;2742;1812;449.73;0.10;2014
9/01/2023;215;21702;SIERRA;ANCASH;RECUAY;CATAC;4045;2410;1635;175.96;0.04;2014
9/01/2023;216;21703;SIERRA;ANCASH;RECUAY;COTAPARACO;643;421;222;69.07;0.11;2014
9/01/2023;217;21704;SIERRA;ANCASH;RECUAY;HUAYLLAPAMPA;1291;765;526;125.44;0.10;2014
9/01/2023;218;21705;SIERRA;ANCASH;RECUAY;LLACLLIN;1759;897;862;147.08;0.08;2014
9/01/2023;219;21706;SIERRA;ANCASH;RECUAY;MARCA;995;599;396;98.31;0.10;2014
9/01/2023;220;21707;SIERRA;ANCASH;RECUAY;PAMPAS CHICO;1988;1012;976;166.03;0.08;2014
9/01/2023;221;21708;COSTA;ANCASH;RECUAY;PARARIN;1365;399;966;67.61;0.05;2014
9/01/2023;222;21709;SIERRA;ANCASH;RECUAY;TAPACOCHA;473;281;192;46.10;0.10;2014
9/01/2023;223;21710;SIERRA;ANCASH;RECUAY;TICAPAMPA;2293;1413;880;263.01;0.11;2014
9/01/2023;224;21801;COSTA;ANCASH;SANTA;CHIMBOTE;216154;207806;8348;28803.97;0.13;2014
9/01/2023;225;21802;SIERRA;ANCASH;SANTA;CACERES DEL PERU;4932;1142;3790;187.26;0.04;2014
9/01/2023;226;21803;COSTA;ANCASH;SANTA;COISHCO;15760;15760;0;2511.17;0.16;2014
9/01/2023;227;21804;SIERRA;ANCASH;SANTA;MACATE;3501;289;3212;47.39;0.01;2014
9/01/2023;228;21805;SIERRA;ANCASH;SANTA;MORO;7573;3309;4264;542.64;0.07;2014
9/01/2023;229;21806;COSTA;ANCASH;SANTA;NEPEÑA;15431;13977;1454;2619.72;0.17;2014
9/01/2023;230;21807;COSTA;ANCASH;SANTA;SAMANCO;4563;3024;1539;511.87;0.11;2014
9/01/2023;231;21808;COSTA;ANCASH;SANTA;SANTA;20288;17747;2541;5050.37;0.25;2014
9/01/2023;232;21809;COSTA;ANCASH;SANTA;NUEVO CHIMBOTE;146444;145264;1180;27737.18;0.19;2014
9/01/2023;233;21901;SIERRA;ANCASH;SIHUAS;SIHUAS;5714;4139;1575;678.78;0.12;2014
