FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_DOM;DESECH_TN_PERSONA;PERIODO
9/01/2023;3812;20110;SIERRA;ANCASH;HUARAZ;PARIACOTO;4744;1385;3359;216.36;0.05;2016
9/01/2023;3813;20111;SIERRA;ANCASH;HUARAZ;PIRA;3750;497;3253;77.64;0.02;2016
9/01/2023;3814;20112;SIERRA;ANCASH;HUARAZ;TARICA;5873;1655;4218;151.02;0.03;2016
9/01/2023;3815;20201;SIERRA;ANCASH;AIJA;AIJA;1851;968;883;133.91;0.07;2016
9/01/2023;3816;20202;SIERRA;ANCASH;AIJA;CORIS;2250;481;1769;75.14;0.03;2016
9/01/2023;3817;20203;SIERRA;ANCASH;AIJA;HUACLLAN;621;371;250;57.96;0.09;2016
9/01/2023;3818;20204;SIERRA;ANCASH;AIJA;LA MERCED;2199;285;1914;44.52;0.02;2016
9/01/2023;3819;20205;SIERRA;ANCASH;AIJA;SUCCHA;832;342;490;53.43;0.06;2016
9/01/2023;3820;20301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3562;1673;1889;244.26;0.07;2016
9/01/2023;3821;20302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;2148;420;1728;65.61;0.03;2016
9/01/2023;3822;20303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1691;510;1181;79.67;0.05;2016
9/01/2023;3823;20304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1918;675;1243;105.45;0.05;2016
9/01/2023;3824;20305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;5340;668;4672;104.35;0.02;2016
9/01/2023;3825;20306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1641;227;1414;35.46;0.02;2016
9/01/2023;3826;20401;SIERRA;ANCASH;ASUNCIÓN;CHACAS;5583;2180;3403;340.56;0.06;2016
9/01/2023;3827;20402;SIERRA;ANCASH;ASUNCIÓN;ACOCHACA;3167;188;2979;29.37;0.01;2016
9/01/2023;3828;20501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;3605;3280;325;419.02;0.12;2016
9/01/2023;3829;20502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;1233;886;347;138.41;0.11;2016
9/01/2023;3830;20503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1069;298;771;46.55;0.04;2016
9/01/2023;3831;20504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2482;1285;1197;200.74;0.08;2016
9/01/2023;3832;20505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1598;603;995;94.20;0.06;2016
9/01/2023;3833;20506;SIERRA;ANCASH;BOLOGNESI;CANIS;1276;1223;53;191.06;0.15;2016
9/01/2023;3834;20507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;4074;2094;1980;356.17;0.09;2016
9/01/2023;3835;20508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;8255;4833;3422;917.30;0.11;2016
9/01/2023;3836;20509;SIERRA;ANCASH;BOLOGNESI;HUASTA;2584;1716;868;144.06;0.06;2016
9/01/2023;3837;20510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1087;220;867;34.37;0.03;2016
9/01/2023;3838;20511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;928;707;221;110.45;0.12;2016
9/01/2023;3839;20512;SIERRA;ANCASH;BOLOGNESI;MANGAS;565;452;113;70.61;0.12;2016
9/01/2023;3840;20513;SIERRA;ANCASH;BOLOGNESI;PACLLON;1742;1510;232;235.89;0.14;2016
9/01/2023;3841;20514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;1267;974;293;152.16;0.12;2016
9/01/2023;3842;20515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;1264;1187;77;185.43;0.15;2016
9/01/2023;3843;20601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;15504;8114;7390;1451.19;0.09;2016
9/01/2023;3844;20602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2664;927;1737;144.82;0.05;2016
9/01/2023;3845;20603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1572;697;875;108.89;0.07;2016
9/01/2023;3846;20604;SIERRA;ANCASH;CARHUAZ;ANTA;2496;648;1848;101.23;0.04;2016
9/01/2023;3847;20605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1361;250;1111;39.06;0.03;2016
9/01/2023;3848;20606;SIERRA;ANCASH;CARHUAZ;MARCARA;9355;1393;7962;217.61;0.02;2016
9/01/2023;3849;20607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1616;581;1035;90.76;0.06;2016
9/01/2023;3850;20608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2766;350;2416;54.68;0.02;2016
9/01/2023;3851;20609;SIERRA;ANCASH;CARHUAZ;SHILLA;3305;1308;1997;204.34;0.06;2016
9/01/2023;3852;20610;SIERRA;ANCASH;CARHUAZ;TINCO;3263;1220;2043;190.59;0.06;2016
9/01/2023;3853;20611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3427;646;2781;100.92;0.03;2016
9/01/2023;3854;20701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;12596;2329;10267;363.84;0.03;2016
9/01/2023;3855;20702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3706;563;3143;40.28;0.01;2016
9/01/2023;3856;20703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;5546;597;4949;93.26;0.02;2016
9/01/2023;3857;20801;COSTA;ANCASH;CASMA;CASMA;33158;28571;4587;5214.21;0.16;2016
9/01/2023;3858;20802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;4221;1095;3126;186.25;0.04;2016
9/01/2023;3859;20803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2046;988;1058;168.05;0.08;2016
9/01/2023;3860;20804;COSTA;ANCASH;CASMA;YAUTAN;8437;2916;5521;564.10;0.07;2016
9/01/2023;3861;20901;SIERRA;ANCASH;CORONGO;CORONGO;1449;1048;401;163.72;0.11;2016
9/01/2023;3862;20902;SIERRA;ANCASH;CORONGO;ACO;449;235;214;36.71;0.08;2016
9/01/2023;3863;20903;SIERRA;ANCASH;CORONGO;BAMBAS;540;172;368;26.87;0.05;2016
9/01/2023;3864;20904;SIERRA;ANCASH;CORONGO;CUSCA;2958;524;2434;81.86;0.03;2016
9/01/2023;3865;20905;SIERRA;ANCASH;CORONGO;LA PAMPA;1014;747;267;116.70;0.12;2016
9/01/2023;3866;20906;SIERRA;ANCASH;CORONGO;YANAC;704;294;410;45.93;0.07;2016
9/01/2023;3867;20907;SIERRA;ANCASH;CORONGO;YUPAN;1019;926;93;144.66;0.14;2016
9/01/2023;3868;21001;SIERRA;ANCASH;HUARI;HUARI;10328;5120;5208;915.71;0.09;2016
9/01/2023;3869;21002;SIERRA;ANCASH;HUARI;ANRA;1595;369;1226;57.65;0.04;2016
9/01/2023;3870;21003;SIERRA;ANCASH;HUARI;CAJAY;2589;547;2042;85.45;0.03;2016
9/01/2023;3871;21004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;9214;2134;7080;213.71;0.02;2016
9/01/2023;3872;21005;SIERRA;ANCASH;HUARI;HUACACHI;1846;725;1121;113.26;0.06;2016
9/01/2023;3873;21006;SIERRA;ANCASH;HUARI;HUACCHIS;2072;1412;660;220.58;0.11;2016
9/01/2023;3874;21007;SIERRA;ANCASH;HUARI;HUACHIS;3478;1181;2297;184.50;0.05;2016
9/01/2023;3875;21008;SIERRA;ANCASH;HUARI;HUANTAR;3044;869;2175;135.76;0.04;2016
9/01/2023;3876;21009;SIERRA;ANCASH;HUARI;MASIN;1675;663;1012;103.57;0.06;2016
9/01/2023;3877;21010;SIERRA;ANCASH;HUARI;PAUCAS;1840;1444;396;225.58;0.12;2016
9/01/2023;3878;21011;SIERRA;ANCASH;HUARI;PONTO;3334;736;2598;114.98;0.03;2016
9/01/2023;3879;21012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;806;524;282;81.86;0.10;2016
9/01/2023;3880;21013;SIERRA;ANCASH;HUARI;RAPAYAN;1793;820;973;128.10;0.07;2016
9/01/2023;3881;21014;SIERRA;ANCASH;HUARI;SAN MARCOS;14898;4099;10799;659.80;0.04;2016
9/01/2023;3882;21015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2825;1021;1804;159.50;0.06;2016
9/01/2023;3883;21016;SIERRA;ANCASH;HUARI;UCO;1673;781;892;122.01;0.07;2016
9/01/2023;3884;21101;COSTA;ANCASH;HUARMEY;HUARMEY;24528;20787;3741;3813.91;0.16;2016
9/01/2023;3885;21102;COSTA;ANCASH;HUARMEY;COCHAPETI;757;220;537;37.42;0.05;2016
9/01/2023;3886;21103;COSTA;ANCASH;HUARMEY;CULEBRAS;3701;1994;1707;339.16;0.09;2016
9/01/2023;3887;21104;COSTA;ANCASH;HUARMEY;HUAYAN;1062;419;643;71.27;0.07;2016
9/01/2023;3888;21105;COSTA;ANCASH;HUARMEY;MALVAS;916;318;598;54.09;0.06;2016
9/01/2023;3889;21201;SIERRA;ANCASH;HUAYLAS;CARAZ;26410;14930;11480;4250.57;0.16;2016
9/01/2023;3890;21202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;694;291;403;45.46;0.07;2016
9/01/2023;3891;21203;SIERRA;ANCASH;HUAYLAS;HUATA;1634;232;1402;36.24;0.02;2016
9/01/2023;3892;21204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1440;438;1002;68.42;0.05;2016
9/01/2023;3893;21205;SIERRA;ANCASH;HUAYLAS;MATO;2011;1029;982;160.75;0.08;2016
9/01/2023;3894;21206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;9188;439;8749;68.58;0.01;2016
9/01/2023;3895;21207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;7198;394;6804;61.55;0.01;2016
9/01/2023;3896;21208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;5187;355;4832;55.46;0.01;2016
9/01/2023;3897;21209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1076;245;831;38.27;0.04;2016
9/01/2023;3898;21210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;1765;469;1296;73.27;0.04;2016
9/01/2023;3899;21301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3777;1415;2362;221.05;0.06;2016
9/01/2023;3900;21302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4510;223;4287;34.84;0.01;2016
9/01/2023;3901;21303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1375;211;1164;32.96;0.02;2016
9/01/2023;3902;21304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2239;211;2028;32.96;0.01;2016
9/01/2023;3903;21305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1235;156;1079;24.37;0.02;2016
9/01/2023;3904;21306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6363;363;6000;56.71;0.01;2016
9/01/2023;3905;21307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;3247;149;3098;23.28;0.01;2016
9/01/2023;3906;21308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1018;208;810;32.49;0.03;2016
9/01/2023;3907;21401;SIERRA;ANCASH;OCROS;OCROS;1009;617;392;96.39;0.10;2016
9/01/2023;3908;21402;SIERRA;ANCASH;OCROS;ACAS;1038;574;464;89.67;0.09;2016
9/01/2023;3909;21403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;586;576;10;89.98;0.15;2016
9/01/2023;3910;21404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;832;661;171;103.26;0.12;2016
9/01/2023;3911;21405;COSTA;ANCASH;OCROS;COCHAS;1461;268;1193;45.58;0.03;2016
9/01/2023;3912;21406;SIERRA;ANCASH;OCROS;CONGAS;1219;842;377;131.54;0.11;2016
9/01/2023;3913;21407;SIERRA;ANCASH;OCROS;LLIPA;1772;1318;454;205.90;0.12;2016
9/01/2023;3914;21408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;630;495;135;77.33;0.12;2016
9/01/2023;3915;21409;COSTA;ANCASH;OCROS;SAN PEDRO;1992;663;1329;112.77;0.06;2016
9/01/2023;3916;21410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;381;316;65;49.37;0.13;2016
9/01/2023;3917;21501;SIERRA;ANCASH;PALLASCA;CABANA;2713;1810;903;416.21;0.15;2016
9/01/2023;3918;21502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1296;446;850;69.67;0.05;2016
9/01/2023;3919;21503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;8388;4636;3752;846.07;0.10;2016
9/01/2023;3920;21504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;572;207;365;32.34;0.06;2016
9/01/2023;3921;21505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1121;695;426;108.57;0.10;2016
9/01/2023;3922;21506;SIERRA;ANCASH;PALLASCA;LACABAMBA;566;327;239;51.08;0.09;2016
9/01/2023;3923;21507;SIERRA;ANCASH;PALLASCA;LLAPO;725;716;9;111.85;0.15;2016
9/01/2023;3924;21508;SIERRA;ANCASH;PALLASCA;PALLASCA;2426;996;1430;155.60;0.06;2016
